Sample_ID,Date,Year,Fieldwork_ID,Group,Gorilla_ID,Sex,Age_Class,Place,AM_PM,Mean_temp,Tourist_number_2d,Tourist_visit_2d,FGCMs_ng_g_wet
399,2018/6/7,2018,Fieldwork_02,R,Mitunu,F,AdF,Trail,AM,20.79583333,14,2,351.9487836
400,2018/6/7,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,AM,20.79583333,14,2,200.5428937
401,2018/6/7,2018,Fieldwork_02,R,Munyana,F,AdF,Trail,AM,20.79583333,14,2,240.3380282
402,2018/6/7,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,AM,20.79583333,14,2,256.3175416
403,2018/6/7,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,AM,20.79583333,14,2,190.168246
404,2018/6/7,2018,Fieldwork_02,R,Nyampazi,F,AdF,Trail,AM,20.79583333,14,2,388.8764262
405,2018/6/7,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,PM,20.79583333,14,2,262.6029781
406,2018/6/8,2018,Fieldwork_02,M,Maraya,M,SB,Nest,AM,20.17916667,0,0,701.4968091
407,2018/6/8,2018,Fieldwork_02,M,Karungi,F,AdF,Trail,AM,20.17916667,0,0,290.6981242
408,2018/6/8,2018,Fieldwork_02,M,Kikombe,F,AdF,Trail,AM,20.17916667,0,0,330.9766003
409,2018/6/9,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,AM,18.54166667,14,2,273.4558113
410,2018/6/9,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,PM,18.54166667,14,2,262.100174
411,2018/6/9,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,PM,18.54166667,14,2,356.9986463
412,2018/6/9,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,PM,18.54166667,14,2,264.1113904
413,2018/6/9,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,PM,18.54166667,14,2,201.5393541
414,2018/6/11,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,AM,17.84166667,15,2,338.8435506
415,2018/6/11,2018,Fieldwork_02,R,Munyana,F,AdF,Trail,AM,17.84166667,15,2,292.4540708
416,2018/6/11,2018,Fieldwork_02,R,Masanyu,M,Inf,Trail,AM,17.84166667,15,2,265.6430091
417,2018/6/11,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,PM,17.84166667,15,2,244.9120093
418,2018/6/11,2018,Fieldwork_02,R,Kabunga,M,SAd,Trail,PM,17.84166667,15,2,190.8180236
419,2018/6/11,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,PM,17.84166667,15,2,230.5163411
420,2018/6/11,2018,Fieldwork_02,R,Kanyindo,F,AdF,Trail,PM,17.84166667,15,2,273.9895571
421,2018/6/11,2018,Fieldwork_02,R,Mitunu,F,AdF,Trail,PM,17.84166667,15,2,231.7772191
422,2018/6/11,2018,Fieldwork_02,R,Nyampazi,F,AdF,Trail,PM,17.84166667,15,2,223.5621737
423,2018/6/11,2018,Fieldwork_02,R,Barekye,M,Inf,Trail,PM,17.84166667,15,2,280.5028041
424,2018/6/12,2018,Fieldwork_02,M,Twesiime,F,AdF,Trail,AM,18.38333333,0,0,701.4968091
425,2018/6/12,2018,Fieldwork_02,M,Kikombe,F,AdF,Trail,AM,18.38333333,0,0,430.4389867
426,2018/6/12,2018,Fieldwork_02,M,Karungi,F,AdF,Trail,PM,18.38333333,0,0,435.714562
427,2018/6/13,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,AM,18.87916667,17,2,180.2436666
428,2018/6/13,2018,Fieldwork_02,R,Kabunga,M,SAd,Trail,AM,18.87916667,17,2,166.5983369
429,2018/6/13,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,AM,18.87916667,17,2,198.4374396
430,2018/6/13,2018,Fieldwork_02,R,Mitunu,F,AdF,Trail,PM,18.87916667,17,2,236.0471862
431,2018/6/13,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,PM,18.87916667,17,2,198.7855347
432,2018/6/13,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,PM,18.87916667,17,2,186.0529878
433,2018/6/13,2018,Fieldwork_02,R,Nyampazi,F,AdF,Trail,PM,18.87916667,17,2,196.751112
434,2018/6/13,2018,Fieldwork_02,M,Kisho,F,AdF,Trail,AM,18.87916667,0,0,255.7029588
435,2018/6/14,2018,Fieldwork_02,M,Maraya,M,SB,Nest,AM,17.75,0,0,247.6658287
436,2018/6/14,2018,Fieldwork_02,M,Maraya,M,SB,Trail,AM,17.75,0,0,164.9816283
437,2018/6/14,2018,Fieldwork_02,M,Kikombe,F,AdF,Trail,PM,17.75,0,0,216.5074454
438,2018/6/14,2018,Fieldwork_02,M,Twesiime,F,AdF,Trail,PM,17.75,0,0,198.2521767
439,2018/6/14,2018,Fieldwork_02,M,Karungi,F,AdF,Trail,PM,17.75,0,0,265.3079652
440,2018/6/15,2018,Fieldwork_02,R,Kabunga,M,SAd,Trail,AM,18.10416667,18,2,146.4946791
441,2018/6/15,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,AM,18.10416667,18,2,175.1112544
442,2018/6/15,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,AM,18.10416667,18,2,173.6923573
443,2018/6/15,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,AM,18.10416667,18,2,177.6975169
444,2018/6/15,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,AM,18.10416667,18,2,265.3079652
445,2018/6/15,2018,Fieldwork_02,R,Mitunu,F,AdF,Trail,PM,18.10416667,18,2,207.9006772
446,2018/6/15,2018,Fieldwork_02,R,Nyampazi,F,AdF,Trail,PM,18.10416667,18,2,278.5875524
447,2018/6/15,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,PM,18.10416667,18,2,257.0977104
448,2018/6/15,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,PM,18.10416667,18,2,216.6591422
449,2018/6/17,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,AM,18.95416667,17,2,319.9613028
450,2018/6/17,2018,Fieldwork_02,R,Kabukojo,M,SB,Nest,AM,18.95416667,17,2,231.5640116
451,2018/6/17,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,AM,18.95416667,17,2,440.4643663
452,2018/6/17,2018,Fieldwork_02,R,Masanyu,M,Inf,Trail,PM,18.95416667,17,2,329.145437
453,2018/6/17,2018,Fieldwork_02,R,Mitunu,F,AdF,Trail,PM,18.95416667,17,2,585.3724605
454,2018/6/17,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,PM,18.95416667,17,2,505.6433409
455,2018/6/17,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,PM,18.95416667,17,2,403.8245727
456,2018/6/18,2018,Fieldwork_02,R,Kabukojo,M,SB,Nest,AM,19.45,15,2,333.8793937
457,2018/6/18,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,AM,19.45,15,2,229.9322799
458,2018/6/18,2018,Fieldwork_02,R,Kabunga,M,SAd,Trail,AM,19.45,15,2,195.6014189
459,2018/6/18,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,AM,19.45,15,2,255.2208965
460,2018/6/18,2018,Fieldwork_02,R,Nyampazi,F,AdF,Trail,AM,19.45,15,2,172.0090293
461,2018/6/18,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,AM,19.45,15,2,161.0448243
462,2018/6/18,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,PM,19.45,15,2,245.6433409
463,2018/6/18,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,PM,19.45,15,2,251.5124153
464,2018/6/18,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,PM,19.45,15,2,288.8810061
465,2018/6/18,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,PM,19.45,15,2,204.385682
466,2018/6/18,2018,Fieldwork_02,M,Maraya,M,SB,Trail,AM,19.45,0,0,193.324734
467,2018/6/18,2018,Fieldwork_02,M,Twesiime,F,AdF,Trail,AM,19.45,0,0,198.9229281
468,2018/6/18,2018,Fieldwork_02,M,Kisho,F,AdF,Trail,AM,19.45,0,0,175.1112544
469,2018/6/18,2018,Fieldwork_02,M,Karungi,F,AdF,Trail,PM,19.45,0,0,196.2592712
470,2018/6/19,2018,Fieldwork_02,R,Kabukojo,M,SB,Nest,AM,19.86666667,15,2,198.5875524
471,2018/6/19,2018,Fieldwork_02,R,Kabunga,M,SAd,Trail,AM,19.86666667,15,2,169.7968397
472,2018/6/19,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,AM,19.86666667,15,2,219.3099
473,2018/6/19,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,AM,19.86666667,15,2,312.432194
474,2018/6/19,2018,Fieldwork_02,R,Nyampazi,F,AdF,Trail,AM,19.86666667,15,2,265.3318633
475,2018/6/19,2018,Fieldwork_02,R,Mitunu,F,AdF,Trail,PM,19.86666667,15,2,344.2822492
476,2018/6/19,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,PM,19.86666667,15,2,190.8974642
477,2018/6/19,2018,Fieldwork_02,R,Kanywani,M,BB,Trail,PM,19.86666667,15,2,156.5071665
478,2018/6/20,2018,Fieldwork_02,M,Karungi,F,AdF,Trail,AM,18.95,0,0,130.7607497
479,2018/6/20,2018,Fieldwork_02,M,Kikombe,F,AdF,Trail,AM,18.95,0,0,139.5016538
480,2018/6/20,2018,Fieldwork_02,M,Kisho,F,AdF,Trail,PM,18.95,0,0,196.983462
481,2018/6/20,2018,Fieldwork_02,M,Maraya,M,SB,Trail,PM,18.95,0,0,188.2601985
482,2018/6/21,2018,Fieldwork_02,R,Kibande,F,AdF,Trail,AM,17.8125,17,2,200.123484
483,2018/6/21,2018,Fieldwork_02,R,Kabukojo,M,SB,Trail,AM,17.8125,17,2,169.8963616
484,2018/6/21,2018,Fieldwork_02,R,Buzinza,F,AdF,Trail,AM,17.8125,17,2,266.3550165
485,2018/6/21,2018,Fieldwork_02,R,Karembezi,M,BB,Trail,AM,17.8125,17,2,131.8191841
486,2018/6/21,2018,Fieldwork_02,R,Kanyindo,F,AdF,Trail,PM,17.8125,17,2,221.53914
487,2018/6/21,2018,Fieldwork_02,R,Ruterana,F,AdF,Trail,PM,17.8125,17,2,173.6802646
488,2018/9/4,2018,Fieldwork_03,K,Katono,F,AdF,Trail,PM,,9,1,367.2622673
489,2018/9/4,2018,Fieldwork_03,K,Rubande,F,AdF,Trail,PM,,9,1,349.8341794
490,2018/9/5,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,,12,2,228.9610829
491,2018/9/5,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,AM,,12,2,346.321489
492,2018/9/5,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,PM,,12,2,256.2571912
496,2018/9/6,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,AM,,10,1,186.4906937
497,2018/9/6,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,,10,1,202.9509306
498,2018/9/6,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,AM,,10,1,259.6886633
499,2018/9/6,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,AM,,10,1,155.9729272
500,2018/9/6,2018,Fieldwork_03,R,Buzinza,F,AdF,Trail,PM,,10,1,142.2267343
506,2018/9/6,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,,9,1,174.7478849
507,2018/9/6,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,,9,1,293.6920474
508,2018/9/6,2018,Fieldwork_03,M,Kikombe,F,AdF,Trail,AM,,9,1,131.5736041
512,2018/9/7,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,,8,1,188.7309645
513,2018/9/7,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,,8,1,344.5820643
516,2018/9/8,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,,0,,374.0169205
517,2018/9/8,2018,Fieldwork_03,M,Kikombe,F,AdF,Trail,AM,,0,,182.8291032
518,2018/9/8,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,,0,,316.1353638
519,2018/9/8,2018,Fieldwork_03,M,Maraya,M,SB,Trail,PM,,0,,313.1032149
520,2018/9/8,2018,Fieldwork_03,M,Twesiime,F,AdF,Trail,PM,,0,,275.9526227
526,2018/9/8,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,,9,2,272.692376
527,2018/9/8,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,AM,,9,2,146.6216456
528,2018/9/8,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,,9,2,122.253421
529,2018/9/8,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,,9,2,206.3053137
530,2018/9/8,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,PM,,9,2,195.0808601
531,2018/9/8,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,PM,,9,2,255.6104496
532,2018/9/8,2018,Fieldwork_03,R,Rushokye,M,Inf,Trail,PM,,9,2,156.0831704
540,2018/9/10,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,17.175,9,1,161.2937622
541,2018/9/10,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,AM,17.175,9,1,138.7311178
542,2018/9/10,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,17.175,9,1,128.6582548
543,2018/9/10,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,AM,17.175,9,1,110.6664297
544,2018/9/10,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,AM,17.175,9,1,187.1050293
545,2018/9/10,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,17.175,9,1,147.50311
552,2018/9/11,2018,Fieldwork_03,K,Rubande,F,AdF,Trail,PM,17.63333333,8,1,278.2655056
553,2018/9/11,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,17.63333333,9,1,332.8238848
554,2018/9/11,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,17.63333333,9,1,188.7471121
558,2018/9/12,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,18.58333333,8,1,80.73153308
559,2018/9/12,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,18.58333333,8,1,209.6642377
560,2018/9/12,2018,Fieldwork_03,R,Buzinza,F,AdF,Trail,AM,18.58333333,8,1,244.7778254
561,2018/9/12,2018,Fieldwork_03,R,Kanywani,M,BB,Trail,AM,18.58333333,8,1,188.0725818
562,2018/9/12,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,18.58333333,8,1,164.9892842
563,2018/9/12,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,AM,18.58333333,8,1,211.7102443
564,2018/9/12,2018,Fieldwork_03,R,Barekye,M,Inf,Trail,AM,18.58333333,8,1,343.1690241
565,2018/9/12,2018,Fieldwork_03,R,Kabunga,M,SAd,Trail,PM,18.58333333,8,1,144.7349621
566,2018/9/12,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,PM,18.58333333,8,1,208.9841406
567,2018/9/12,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,PM,18.58333333,8,1,228.24975
568,2018/9/12,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,18.58333333,9,1,527.7382483
569,2018/9/12,2018,Fieldwork_03,M,Kikombe,F,AdF,Trail,AM,18.58333333,9,1,8382.866124
570,2018/9/12,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,18.58333333,9,1,333.1961709
571,2018/9/12,2018,Fieldwork_03,M,Maraya,M,SB,Trail,AM,18.58333333,9,1,1011.984569
572,2018/9/13,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,17.9875,6,1,204.3206172
573,2018/9/13,2018,Fieldwork_03,R,Karembezi,M,BB,Nest,AM,17.9875,6,1,160
574,2018/9/13,2018,Fieldwork_03,R,Kankwehe,F,Inf,Trail,AM,17.9875,6,1,210.3443349
575,2018/9/13,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,AM,17.9875,6,1,219.4256322
576,2018/9/13,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,AM,17.9875,6,1,242.3260466
577,2018/9/13,2018,Fieldwork_03,R,Rushokye,M,Inf,Trail,AM,17.9875,6,1,282.628947
578,2018/9/13,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,17.9875,6,1,256.6366624
579,2018/9/13,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,AM,17.9875,6,1,300.0714388
580,2018/9/13,2018,Fieldwork_03,R,Kabunga,M,SAd,Trail,AM,17.9875,6,1,159.0227175
581,2018/9/13,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,PM,17.9875,6,1,158.0511502
582,2018/9/14,2018,Fieldwork_03,R,Kanywani,M,BB,Trail,AM,16.97083333,10,2,336.893842
583,2018/9/14,2018,Fieldwork_03,R,Buzinza,F,AdF,Trail,AM,16.97083333,10,2,289.6470924
584,2018/9/14,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,16.97083333,10,2,272.0331476
585,2018/9/14,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,AM,16.97083333,10,2,352.221746
586,2018/9/14,2018,Fieldwork_03,R,Kabunga,M,SAd,Trail,AM,16.97083333,10,2,348.306901
587,2018/9/14,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,16.97083333,10,2,427.1524504
588,2018/9/14,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,PM,16.97083333,10,2,267.3867695
589,2018/9/14,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,PM,16.97083333,10,2,316.6395199
590,2018/9/14,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,16.97083333,5,1,441.0858694
591,2018/9/14,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,PM,16.97083333,5,1,322.4289184
592,2018/9/14,2018,Fieldwork_03,M,Twesiime,F,AdF,Trail,PM,16.97083333,5,1,442.8689813
593,2018/9/14,2018,Fieldwork_03,M,Kikombe,F,AdF,Trail,PM,16.97083333,5,1,210.040194
594,2018/9/14,2018,Fieldwork_03,M,Maraya,M,SB,Trail,PM,16.97083333,5,1,268.9230769
595,2018/9/15,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,17.2875,7,1,440.5932086
596,2018/9/15,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,17.2875,7,1,288.6708247
597,2018/9/15,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,17.2875,7,1,316.036036
598,2018/9/15,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,AM,17.2875,7,1,380.5460845
599,2018/9/15,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,PM,17.2875,7,1,545.6410256
600,2018/9/15,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,PM,17.2875,7,1,322.8939709
601,2018/9/15,2018,Fieldwork_03,R,Masanyu,M,Inf,Trail,PM,17.2875,7,1,431.6784477
602,2018/9/15,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,PM,17.2875,7,1,623.9002079
603,2018/9/16,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,AM,18.42083333,8,1,374.4365904
604,2018/9/16,2018,Fieldwork_03,R,Masanyu,M,Inf,Trail,AM,18.42083333,8,1,337.2141372
605,2018/9/17,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,18.42083333,10,2,728.6209286
606,2018/9/17,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,18.26666667,10,2,373.2279972
607,2018/9/17,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,AM,18.26666667,10,2,430.2203742
608,2018/9/17,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,18.26666667,10,2,358.009702
609,2018/9/17,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,PM,18.26666667,10,2,527.7893278
610,2018/9/17,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,PM,18.26666667,10,2,440.5932086
611,2018/9/17,2018,Fieldwork_03,R,Kankwehe,F,Inf,Trail,PM,18.26666667,10,2,434.6223146
612,2018/9/17,2018,Fieldwork_03,R,Kanywani,M,BB,Trail,PM,18.26666667,10,2,364.9286209
613,2018/9/17,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,PM,18.26666667,10,2,551.7837838
614,2018/9/17,2018,Fieldwork_03,R,Barekye,M,Inf,Trail,PM,18.26666667,10,2,494.4698545
615,2018/9/17,2018,Fieldwork_03,M,Maraya,M,SB,Trail,AM,18.26666667,0,,252.2910603
616,2018/9/18,2018,Fieldwork_03,K,,F,AdF,Nest,AM,17.18333333,9,1,401.020097
617,2018/9/18,2018,Fieldwork_03,K,,,SAd,Nest,AM,17.18333333,9,1,255.955648
618,2018/9/18,2018,Fieldwork_03,K,,F,AdF,Nest,AM,17.18333333,9,1,311.2460152
619,2018/9/18,2018,Fieldwork_03,K,,,Inf,Nest,AM,17.18333333,9,1,379.3097713
620,2018/9/18,2018,Fieldwork_03,K,,F,AdF,Nest,AM,17.18333333,9,1,326.9022869
621,2018/9/18,2018,Fieldwork_03,K,,,SAd,Nest,AM,17.18333333,9,1,380.5460845
622,2018/9/18,2018,Fieldwork_03,M,Maraya,M,SB,Trail,AM,17.18333333,8,1,195.021483
623,2018/9/18,2018,Fieldwork_03,M,Kikombe,F,AdF,Trail,AM,17.18333333,8,1,289.5301455
